id,name,openingHours,description,address,city,latitude,longitude,capacity,isLocked,code,isBusy,lastUpdate,createdAt
1159,Four Points By Sheraton New York Downtown,8:30 AM-9:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",6 Platt St,New York,40.7075,-74.0063,300,TRUE,9444,FALSE,5/14/2023 10:44,5/14/2023 10:44
1160,The Park Ave North,8:00 AM-11:00 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",65 East 129th Street,New York,40.8078,-73.9377,100,TRUE,9797,TRUE,5/14/2023 10:44,5/14/2023 10:44
1161,Arlo NoMad,8:00 AM-10:30 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",11 East 31st Street,New York,40.7462,-73.9851,300,FALSE,1628,FALSE,5/14/2023 10:44,5/14/2023 10:44
1162,The Bernic Hotel,8:30 AM-11:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",145 East 47th Street,New York,40.7542,-73.9728,300,TRUE,2872,FALSE,5/14/2023 10:44,5/14/2023 10:44
1163,Raintree at The Manhattan Club,8:00 AM-9:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",200 W 56th St,New York,40.765,-73.9809,200,TRUE,4952,TRUE,5/14/2023 10:44,5/14/2023 10:44
1164,11 Howard,9:30 AM-10:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",11 Howard Street,New York,40.7193,-74,200,TRUE,6137,FALSE,5/14/2023 10:44,5/14/2023 10:44
1165,Green Acre,9:00 AM-10:00 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",239 East 51st Street Apartment 1E,New York,40.7558,-73.9689,250,FALSE,3135,FALSE,5/14/2023 10:44,5/14/2023 10:44
1166,"The Beekman, A Thompson Hotel",8:00 AM-9:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",123 Nassau Street,New York,40.7114,-74.0067,200,FALSE,7357,TRUE,5/14/2023 10:44,5/14/2023 10:44
1167,Amazing Studio in the Heart of Manhattan,8:30 AM-9:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",17 East 67th Street,New York,40.7688,-73.9682,250,TRUE,5357,FALSE,5/14/2023 10:44,5/14/2023 10:44
1168,Renovated 2 BR Central Park,9:00 AM-9:00 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",769-779 9th Avenue,New York,40.7647,-73.9881,300,FALSE,8217,TRUE,5/14/2023 10:44,5/14/2023 10:44
1169,Beekman Tower by Bridgestreet,9:00 AM-9:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",3 Mitchell Place,New York,40.7533,-73.9661,150,FALSE,2054,TRUE,5/14/2023 10:44,5/14/2023 10:44
1170,Hello Apartments NYC,9:00 AM-10:00 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",38 West 31st Street,New York,40.7472,-73.9878,300,FALSE,9411,TRUE,5/14/2023 10:44,5/14/2023 10:44
1171,DoubleTree by Hilton New York Times Square West,9:30 AM-10:00 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",350 W 40th St,New York,40.7568,-73.993,150,TRUE,4820,FALSE,5/14/2023 10:44,5/14/2023 10:44
1172,Hotel 50 Bowery NYC,8:00 AM-11:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.","50 Bowery, East Village",New York,40.7158,-73.9964,100,TRUE,5037,FALSE,5/14/2023 10:44,5/14/2023 10:44
1173,AKA Central Park,7:00 AM-10:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",42 West 58th Street,New York,40.7645,-73.9756,250,TRUE,3781,TRUE,5/14/2023 10:44,5/14/2023 10:44
1174,Hotel Richland New York,7:00 AM-9:30 PM,"With its sleek, modern design and top-notch amenities, this chic hotel offers a stylish and sophisticated stay for discerning travelers.",5 Allen Street,New York,40.7147,-73.9931,150,TRUE,7379,FALSE,5/14/2023 10:44,5/14/2023 10:44
1175,Oakwood at The Nash,7:00 AM-10:30 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",222 East 39th Street,New York,40.7484,-73.9747,250,FALSE,2411,FALSE,5/14/2023 10:44,5/14/2023 10:44
1176,AKA Wall Street,7:30 AM-9:30 PM,"With its sweeping ocean views, private beach access, and top-notch amenities, this seaside resort offers the ultimate luxury vacation experience",84 William Street,New York,40.708,-74.0078,100,FALSE,7326,FALSE,5/14/2023 10:44,5/14/2023 10:44
1177,Beautiful Studio near Central Park,7:00 AM-11:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",943 Columbus Avenue,New York,40.7994,-73.9625,150,FALSE,6274,FALSE,5/14/2023 10:44,5/14/2023 10:44
1178,Four Points By Sheraton Manhattan Midtown West,9:00 AM-10:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",446 10th Ave,New York,40.7551,-73.9987,200,TRUE,4132,FALSE,5/14/2023 10:44,5/14/2023 10:44
1179,Gansevoort Meatpacking,7:00 AM-11:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,18 9th Avenue at 13th street,New York,40.7399,-74.0058,100,FALSE,7325,TRUE,5/14/2023 10:44,5/14/2023 10:44
1180,Crowne Plaza Midtown Manhattan,7:30 AM-10:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",320 W 36th St,New York,40.7537,-73.9937,250,FALSE,5050,FALSE,5/14/2023 10:44,5/14/2023 10:44
1181,Carnegie Hotel,7:30 AM-11:30 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",160 W 56th St New York,New York,40.7667,-73.9808,250,TRUE,2408,FALSE,5/14/2023 10:44,5/14/2023 10:44
1182,Broadway Hotel and Hostel,7:00 AM-11:00 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",230 W 101st St,New York,40.798,-73.9699,250,TRUE,7519,FALSE,5/14/2023 10:44,5/14/2023 10:44
1183,The Watson Hotel,7:00 AM-9:00 PM,"Situated in a historic building with a vibrant cultural heritage, this charming hotel offers a unique blend of old-world charm and modern amenities.",440 West 57th Street,New York,40.7682,-73.9875,300,TRUE,3090,FALSE,5/14/2023 10:44,5/14/2023 10:44
1184,Astor on the Park,8:30 AM-10:00 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",465 Central Park West,New York,40.7997,-73.9589,300,FALSE,2229,TRUE,5/14/2023 10:44,5/14/2023 10:44
1185,Hotel Hayden,8:30 AM-10:00 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",127 West 28th Street,New York,40.7466,-73.9918,300,FALSE,8518,TRUE,5/14/2023 10:44,5/14/2023 10:44
1186,Embassy Suites by Hilton New York Midtown Manhattan,8:00 AM-10:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,60 West 37th Street,New York,40.7514,-73.9858,250,FALSE,5545,TRUE,5/14/2023 10:44,5/14/2023 10:44
1187,Saint Nicholas Inn,7:00 AM-9:00 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",154th Street,New York,40.8307,-73.943,300,FALSE,1101,TRUE,5/14/2023 10:44,5/14/2023 10:44
1188,Hilton Garden Inn New York Times Square South,9:30 AM-9:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",326 W 37th St,New York,40.7545,-73.9936,200,TRUE,5826,TRUE,5/14/2023 10:44,5/14/2023 10:44
1189,Newark Garden Hotel,8:30 AM-9:00 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",125 North Main Street,Newark,43.0481,-77.0953,150,FALSE,6636,FALSE,5/14/2023 10:44,5/14/2023 10:44
1190,Hudson Valley Hotel and Conference Center by Fairbridge,9:00 AM-11:00 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",90 Rt. 17K,Newburgh,41.5056,-74.0738,100,TRUE,9832,TRUE,5/14/2023 10:44,5/14/2023 10:44
1191,Ramada Newburgh/West Point,7:00 AM-10:30 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",1289 Route 300,Newburgh,41.5077,-74.0681,150,FALSE,6599,FALSE,5/14/2023 10:44,5/14/2023 10:44
1192,Howard Johnson Inn - Newburgh,7:30 AM-10:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",95 Route 17K,Newburgh,41.5054,-74.0733,150,TRUE,1938,FALSE,5/14/2023 10:44,5/14/2023 10:44
1193,Courtyard by Marriott Newburgh Stewart Airport,7:30 AM-9:30 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",4 Governor Dr,Newburgh,41.5185,-74.1077,150,FALSE,4202,TRUE,5/14/2023 10:44,5/14/2023 10:44
1194,Four Points by Sheraton Newburgh Stewart Airport,9:00 AM-11:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",5 Lakeside Rd,Newburgh,41.522,-74.1113,250,FALSE,2634,TRUE,5/14/2023 10:44,5/14/2023 10:44
1195,"Super 8 Newburgh - West Point, Stewart International Airport",9:30 AM-11:00 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",1287 Route 300,Newburgh,41.5075,-74.0682,250,TRUE,7610,FALSE,5/14/2023 10:44,5/14/2023 10:44
1196,Best Western Summit Inn,9:00 AM-9:30 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",9500 Niagara Falls Blvd,Niagara Falls,43.0954,-78.9538,250,FALSE,6384,TRUE,5/14/2023 10:44,5/14/2023 10:44
1197,Hampton Inn Niagara Falls/Blvd,7:30 AM-11:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",6501 Niagara Falls Blvd,Niagara Falls,43.0889,-78.9882,300,FALSE,1056,FALSE,5/14/2023 10:44,5/14/2023 10:44
1198,Holiday Inn Express Hotel & Suites Niagara Falls,8:00 AM-11:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",10111 Niagara Falls Blvd,Niagara Falls,43.0979,-78.9467,250,TRUE,3748,FALSE,5/14/2023 10:44,5/14/2023 10:44
1199,Super 8 Niagara Falls/Buffalo Area,8:00 AM-11:30 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",7680 Niagara Falls Blvd,Niagara Falls,43.0883,-78.9763,250,FALSE,1177,TRUE,5/14/2023 10:44,5/14/2023 10:44
1200,Four Points by Sheraton Niagara Falls,9:00 AM-10:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",7001 Buffalo Ave,Niagara Falls,43.0743,-78.9837,150,TRUE,4486,FALSE,5/14/2023 10:44,5/14/2023 10:44
1201,Econo Lodge At The Falls North,7:00 AM-9:00 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",5919 Niagara Falls Blvd,Niagara Falls,43.0903,-78.9963,200,TRUE,5086,FALSE,5/14/2023 10:44,5/14/2023 10:44
1202,Moonlite Motel Niagara Falls,9:00 AM-9:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",7811 Niagara Falls Blvd,Niagara Falls,43.0886,-78.9749,300,FALSE,4597,FALSE,5/14/2023 10:44,5/14/2023 10:44
1203,Hampton Inn Niagara Falls,9:30 AM-9:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,501 Rainbow Blvd,Niagara Falls,43.0835,-79.0559,250,FALSE,8938,TRUE,5/14/2023 10:44,5/14/2023 10:44
1204,Howard Johnson Closest to the Falls and Casino,8:00 AM-9:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",454 Main St,Niagara Falls,43.0897,-79.0624,300,FALSE,2484,TRUE,5/14/2023 10:44,5/14/2023 10:44
1205,The Red Coach Inn,7:30 AM-10:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",2 Buffalo Ave,Niagara Falls,43.0842,-79.0634,300,FALSE,5651,FALSE,5/14/2023 10:44,5/14/2023 10:44
1206,"The Giacomo, An Ascend Hotel Collection Member",9:30 AM-10:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",222 First Street,Niagara Falls,43.0853,-79.0617,250,FALSE,2083,TRUE,5/14/2023 10:44,5/14/2023 10:44
1207,Days Inn Niagara Falls Buffalo,7:30 AM-9:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",2821 Niagara Falls Blvd,Niagara Falls,43.0892,-78.8924,300,FALSE,9834,FALSE,5/14/2023 10:44,5/14/2023 10:44
1208,Holiday Inn Niagara Falls Scenic Downtown,7:00 AM-10:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",114 Buffalo Ave,Niagara Falls,43.0833,-79.0612,250,FALSE,9589,TRUE,5/14/2023 10:44,5/14/2023 10:44
1209,"Sheraton at the Falls, Niagara Falls, NY",8:30 AM-10:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",300 3rd St,Niagara Falls,43.0862,-79.0591,250,FALSE,8109,TRUE,5/14/2023 10:44,5/14/2023 10:44
1210,Rodeway Inn & Suites Niagara Falls,8:30 AM-11:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",9802 Niagara Falls Blvd,Niagara Falls,43.097,-78.949,300,TRUE,1947,FALSE,5/14/2023 10:44,5/14/2023 10:44
1211,Swiss Cottage Inn,9:30 AM-11:30 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",6831 Niagara Falls Blvd,Niagara Falls,43.0885,-78.9846,200,FALSE,8029,TRUE,5/14/2023 10:44,5/14/2023 10:44
1212,Quality Inn Niagara Falls,9:30 AM-9:30 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",7708 Niagara Falls Blvd,Niagara Falls,43.0884,-78.976,200,TRUE,3365,TRUE,5/14/2023 10:44,5/14/2023 10:44
1213,Comfort Inn The Pointe,9:30 AM-9:00 PM,"With its sweeping ocean views, private beach access, and top-notch amenities, this seaside resort offers the ultimate luxury vacation experience",1 Prospect Pointe,Niagara Falls,43.0871,-79.0631,300,FALSE,8023,FALSE,5/14/2023 10:44,5/14/2023 10:44
1214,Seneca Niagara Resort & Casino,9:00 AM-11:00 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",310 4th St,Niagara Falls,43.0858,-79.0578,150,TRUE,3748,TRUE,5/14/2023 10:44,5/14/2023 10:44
1215,Motel 6 Niagara Falls NY,8:30 AM-10:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",9100 Niagara Falls Blvd,Niagara Falls,43.0939,-78.9572,100,TRUE,3238,TRUE,5/14/2023 10:44,5/14/2023 10:44
1216,Budget Host Inn Niagara Falls,7:00 AM-11:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",6621 Niagara Falls Blvd,Niagara Falls,43.0891,-78.9873,250,FALSE,7414,TRUE,5/14/2023 10:44,5/14/2023 10:44
1217,Travelodge Niagara Falls,8:30 AM-11:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",9401 Niagara Falls Blvd,Niagara Falls,43.0939,-78.9569,200,TRUE,8936,FALSE,5/14/2023 10:44,5/14/2023 10:44
1218,Quality Hotel & Suites At The Falls,7:00 AM-9:30 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",240 1st Street,Niagara Falls,43.0857,-79.0617,200,TRUE,7091,FALSE,5/14/2023 10:44,5/14/2023 10:44
1219,Americas Best Value Inn,7:30 AM-9:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",6505 Niagara Falls Blvd,Niagara Falls,43.0894,-78.9891,250,TRUE,5268,TRUE,5/14/2023 10:44,5/14/2023 10:44
1220,Days Inn Niagara At The Falls,8:30 AM-11:00 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",443 Main St,Niagara Falls,43.0895,-79.0627,150,TRUE,9896,TRUE,5/14/2023 10:44,5/14/2023 10:44
1221,Knights Inn Niagara Falls Near IAG Airport,9:00 AM-10:00 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",9001 Niagara Falls Blvd,Niagara Falls,43.0933,-78.9591,300,TRUE,9864,TRUE,5/14/2023 10:44,5/14/2023 10:44
1222,Pelican Motel,9:30 AM-11:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",6817 Niagara Falls Boulevard,Niagara Falls,43.0889,-78.9856,200,FALSE,7898,FALSE,5/14/2023 10:44,5/14/2023 10:44
1223,AAshram Hotel by Niagara River,8:00 AM-10:30 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",6508 Buffalo Ave,Niagara Falls,43.0754,-78.9888,150,FALSE,6154,FALSE,5/14/2023 10:44,5/14/2023 10:44
1224,AArya Hotel By Niagara Fashion Outlets,8:00 AM-10:00 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",6734 Niagara Falls Boulevard,Niagara Falls,43.089,-78.9859,250,TRUE,2374,TRUE,5/14/2023 10:44,5/14/2023 10:44
1225,Fairfield Inn & Suites by Marriott Niagara Falls,9:30 AM-9:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",643 Rainbow Blvd,Niagara Falls,43.0837,-79.0532,150,FALSE,7849,FALSE,5/14/2023 10:44,5/14/2023 10:44
1226,Cascade Inn Niagara Falls,8:30 AM-11:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",7804 Niagara Falls Blvd,Niagara Falls,43.0888,-78.9748,100,FALSE,5412,TRUE,5/14/2023 10:44,5/14/2023 10:44
1227,Driftwood Motel,8:30 AM-9:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",2754 Niagara Falls Blvd,Niagara Falls,43.0907,-78.8974,300,FALSE,3847,TRUE,5/14/2023 10:44,5/14/2023 10:44
1228,Sands Motel Niagara Falls,9:30 AM-11:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,9393 Niagara Falls Blvd,Niagara Falls,43.0945,-78.9555,300,TRUE,8482,FALSE,5/14/2023 10:44,5/14/2023 10:44
1229,Red Maple Inn By The Falls,8:00 AM-10:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",200 Rainbow Blvd,Niagara Falls,43.084,-79.0599,150,TRUE,7890,TRUE,5/14/2023 10:44,5/14/2023 10:44
1230,Rodeway Inn Niagara Falls,7:30 AM-9:30 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",492 Main St,Niagara Falls,43.0909,-79.0608,250,TRUE,5575,TRUE,5/14/2023 10:44,5/14/2023 10:44
1231,Wingate By Wyndham Niagara Falls,9:30 AM-9:00 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",333 Rainbow Blvd,Niagara Falls,43.0835,-79.0578,100,FALSE,9025,TRUE,5/14/2023 10:44,5/14/2023 10:44
1232,La Quinta Inn & Suites Niagara Falls,8:30 AM-10:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",6225 Niagara Falls Blvd,Niagara Falls,43.0898,-78.9929,150,FALSE,7812,FALSE,5/14/2023 10:44,5/14/2023 10:44
1233,DoubleTree by Hilton Hotel Niagara Falls New York,8:00 AM-10:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",401 Buffalo Ave,Niagara Falls,43.0823,-79.0565,250,TRUE,8560,TRUE,5/14/2023 10:44,5/14/2023 10:44
1234,Microtel Inn & Suites by Wyndham Niagara Falls,9:00 AM-9:00 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",7726 Niagara Falls Blvd,Niagara Falls,43.0891,-78.9752,100,FALSE,3624,TRUE,5/14/2023 10:44,5/14/2023 10:44
1235,The Alpine Lodge,9:00 AM-10:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",264 Main Street,North Creek,43.7,-73.9866,100,FALSE,5927,FALSE,5/14/2023 10:44,5/14/2023 10:44
1236,Holiday Inn Express Syracuse Airport,7:00 AM-9:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",5418 S Bay Road,North Syracuse,43.1167,-76.1433,250,TRUE,7690,TRUE,5/14/2023 10:44,5/14/2023 10:44
1237,Best Western Syracuse Airport Inn,8:00 AM-10:00 PM,"Situated in a historic building with a vibrant cultural heritage, this charming hotel offers a unique blend of old-world charm and modern amenities.",900 Colonel Eileen Collins Boulevard,North Syracuse,43.1137,-76.1177,200,TRUE,9857,TRUE,5/14/2023 10:44,5/14/2023 10:44
1238,Comfort Inn & Suites Airport,8:30 AM-10:00 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",6701 Buckley Rd,North Syracuse,43.0962,-76.1691,250,FALSE,3763,FALSE,5/14/2023 10:44,5/14/2023 10:44
1239,Candlewood Suites - Syracuse Airport,8:30 AM-11:00 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",5414 South Bay Road Town of Salina,North Syracuse,43.1167,-76.1433,150,FALSE,7167,FALSE,5/14/2023 10:44,5/14/2023 10:44
1240,Econo Lodge & Suites,9:30 AM-9:00 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",5396 S Bay Rd,North Syracuse,43.1143,-76.1443,200,FALSE,8261,TRUE,5/14/2023 10:44,5/14/2023 10:44
1241,Red Carpet Inn North Syracuse,9:30 AM-11:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",2914 Brewerton Rd,North Syracuse,43.1083,-76.1456,200,FALSE,2698,FALSE,5/14/2023 10:44,5/14/2023 10:44
1242,Super 8 Norwich,7:30 AM-11:30 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",6067 State Highway 12,Norwich,42.547,-75.5252,150,TRUE,2309,TRUE,5/14/2023 10:44,5/14/2023 10:44
1243,Howard Johnson Hotel Norwich,7:00 AM-11:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",75 N Broad St,Norwich,42.5341,-75.524,200,FALSE,7889,TRUE,5/14/2023 10:44,5/14/2023 10:44
1244,Super 8 Nyack NY,8:00 AM-9:00 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",47 Route 59,Nyack,41.0944,-73.9358,300,TRUE,2895,FALSE,5/14/2023 10:44,5/14/2023 10:44
1245,West Gate Inn Nyack,7:30 AM-11:30 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",26 Route 59,Nyack,41.0934,-73.9301,200,FALSE,6657,FALSE,5/14/2023 10:44,5/14/2023 10:44
1246,Time Nyack,8:30 AM-9:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",400 High Avenue,Nyack,41.0946,-73.93,250,FALSE,2078,TRUE,5/14/2023 10:44,5/14/2023 10:44
1247,Quality Inn Gran-View,9:30 AM-9:30 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",6765 State Highway 37,Ogdensburg,44.6646,-75.5389,100,TRUE,6142,FALSE,5/14/2023 10:44,5/14/2023 10:44
1248,Holiday Inn Express Olean,7:30 AM-10:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",101 Main St,Olean,42.087,-78.4299,200,FALSE,2314,TRUE,5/14/2023 10:44,5/14/2023 10:44
1249,Microtel Inn & Suites by Wyndham Olean/Allegany,8:00 AM-11:30 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",3234 Nys Route 417,Olean,42.0797,-78.4776,200,FALSE,5051,TRUE,5/14/2023 10:44,5/14/2023 10:44
1250,Best Western Plus University Inn,8:30 AM-10:30 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",3051 W State Street Olean,Olean,42.0768,-78.4666,100,FALSE,9162,FALSE,5/14/2023 10:44,5/14/2023 10:44
1251,Fairfield Inn & Suites by Marriott Olean,8:00 AM-11:00 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",3270 Route 417,Olean,42.0807,-78.479,300,FALSE,2528,TRUE,5/14/2023 10:44,5/14/2023 10:44
